episode,win_rate,avg_reward,avg_length,loss,epsilon,time_elapsed
5100,0.4900,0.5680,5.42,12.297160,0.0100,3283.3
5200,0.4100,-1.1510,5.66,12.067771,0.0100,3336.8
5300,0.4400,-0.5420,5.47,11.855485,0.0100,3390.8
5400,0.5300,1.3230,5.47,12.326917,0.0100,3445.7
5500,0.5200,1.1380,5.37,12.508110,0.0100,3497.8
5600,0.5000,0.7390,5.46,12.335520,0.0100,3593.0
5700,0.4700,0.0740,5.51,13.509409,0.0100,3646.9
5800,0.5500,1.9430,5.57,12.646374,0.0100,3699.2
5900,0.5100,0.9720,5.33,12.913750,0.0100,3750.7
6000,0.3500,-2.3850,5.70,13.390211,0.0100,3805.7
6100,0.4400,-0.5270,5.52,13.774830,0.0100,3904.0
6200,0.5300,1.3940,5.31,14.204454,0.0100,3955.5
6300,0.5700,2.2770,5.28,13.438962,0.0100,4007.1
6400,0.6100,3.0500,5.35,13.028097,0.0100,4058.8
6500,0.5800,2.3710,5.44,13.051732,0.0100,4110.9
6600,0.5400,1.5910,5.44,12.477291,0.0100,4209.2
6700,0.4900,0.5500,5.60,12.567579,0.0100,4265.3
6800,0.4700,0.0540,5.56,13.370767,0.0100,4321.7
6900,0.4800,0.3130,5.52,13.211196,0.0100,4376.8
7000,0.5700,2.2560,5.24,12.737218,0.0100,4428.2
7100,0.4200,-0.9010,5.61,13.607572,0.0100,4531.0
7200,0.4900,0.5300,5.55,13.248809,0.0100,4585.1
7300,0.5800,2.3580,5.32,14.072045,0.0100,4637.2
7400,0.5500,1.8670,5.33,13.828567,0.0100,4688.1
7500,0.4500,-0.3430,5.53,14.293584,0.0100,4742.7
7600,0.4800,0.2920,5.38,13.176140,0.0100,4840.2
7700,0.4600,-0.0110,5.41,14.096556,0.0100,4893.8
7800,0.3800,-1.8000,5.65,13.921688,0.0100,4950.2
7900,0.3600,-2.2600,5.60,14.971951,0.0100,5006.4
8000,0.4600,-0.0860,5.51,13.826677,0.0100,5058.7
8100,0.4000,-1.2920,5.62,13.597772,0.0100,5153.0
8200,0.4700,0.1200,5.55,13.847914,0.0100,5207.0
8300,0.3500,-2.4470,5.67,12.660296,0.0100,5265.7
8400,0.3600,-2.1770,5.57,13.176541,0.0100,5322.1
8500,0.4200,-1.0410,5.56,14.548474,0.0100,5378.6
8600,0.4100,-1.2050,5.60,14.990834,0.0100,5478.8
8700,0.5700,2.2070,5.43,14.274834,0.0100,5531.6
8800,0.4800,0.3270,5.48,14.264716,0.0100,5585.7
8900,0.6300,3.4360,5.29,13.558099,0.0100,5637.9
9000,0.4900,0.5330,5.47,14.280006,0.0100,5691.9
9100,0.5300,1.5310,5.49,13.967255,0.0100,5788.3
9200,0.5700,2.2680,5.27,12.891381,0.0100,5840.9
9300,0.5700,2.1590,5.41,13.769260,0.0100,5894.6
9400,0.4500,-0.1600,5.60,12.859874,0.0100,5949.9
9500,0.4000,-1.3860,5.61,13.866248,0.0100,6006.5
9600,0.4000,-1.5080,5.63,12.870927,0.0100,6113.8
9700,0.3900,-1.6840,5.59,12.151921,0.0100,6171.7
9800,0.3700,-1.9550,5.55,13.039685,0.0100,6229.2
9900,0.3600,-2.2510,5.56,13.469346,0.0100,6288.9
10000,0.3500,-2.5260,5.56,14.254148,0.0100,6349.2
