episode,win_rate,avg_reward,avg_length,loss,epsilon,time_elapsed
100,0.1800,-6.0110,5.71,8.454464,0.9802,56.8
200,0.2300,-4.9430,5.83,8.648821,0.9604,113.7
300,0.2000,-5.4670,5.87,6.700473,0.9406,172.2
400,0.2900,-3.6560,5.86,6.966055,0.9208,229.0
500,0.3700,-2.0190,5.69,7.780843,0.9010,285.2
