episode,win_rate,avg_turns,loss,epsilon,total_steps,time_elapsed
7700,0.88,4.98,0.009481089627952315,0.27796199999999993,38002,381.56448006629944
7800,0.83,4.94,0.009484886131249369,0.26857600000000004,38496,386.7957549095154
7900,0.86,4.87,0.008386721813585608,0.2593230000000001,38983,391.931116104126
8000,0.83,4.94,0.009540984965860843,0.24993699999999996,39477,397.1605408191681
8100,0.88,4.93,0.01088621073984541,0.24056999999999995,39970,402.35242986679077
8200,0.83,5.05,0.009014530158601701,0.23097500000000004,40475,407.61856985092163
8300,0.89,4.86,0.008552676546969451,0.22174100000000008,40961,412.6472508907318
8400,0.82,4.93,0.007171557084657252,0.21237400000000006,41454,417.9084198474884
8500,0.83,4.72,0.006872153650037944,0.2034060000000001,41926,422.80868792533875
8600,0.84,4.98,0.008589095994830131,0.19394400000000012,42424,428.07783603668213
